outcome,family,arm,comparison,estimate,se,df_satterthwaite,t,p_unadjusted,p_bonferroni,ci_lo_bonferroni,ci_hi_bonferroni,bonferroni_m,ci_level,sig_unadjusted,sig_bonferroni,scoring,improvement,n_subj,N_obs,model
GARS_rr,GARS-3,Intervention,T3 - T2,-0.7999999999999865,0.866622887445674,77.03290579739392,-0.9231235541885411,0.3588252702178334,1.0,-2.9209572326442337,1.3209572326442607,3,98.33% per-comparison (= 95% familywise over 3),False,False,lower = better,True,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_rr,GARS-3,Intervention,T3 - T1,-8.329773353268802,0.8641399262661408,77.78530776133675,-9.639380267106615,6.411610145112908e-15,1.9234830435338724e-14,-10.44419816333444,-6.215348543203165,3,98.33% per-comparison (= 95% familywise over 3),True,True,lower = better,True,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_si,GARS-3,Control,T2 - T1,-1.9822018975216587,0.731450702831846,76.22021759568565,-2.709959659410361,0.00830823667365887,0.024924710020976612,-3.7727665019352985,-0.19163729310801858,3,98.33% per-comparison (= 95% familywise over 3),True,True,lower = better,True,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_si,GARS-3,Control,T3 - T2,0.7658152823250681,0.7325411387820019,75.79400358732813,1.0454229008877116,0.2991502302755722,0.8974506908267166,-1.0276458006164075,2.559276365266544,3,98.33% per-comparison (= 95% familywise over 3),False,False,lower = better,False,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_si,GARS-3,Control,T3 - T1,-1.2163866151965905,0.7183360357186429,76.11916593696768,-1.6933392656261275,0.09447981316147992,0.2834394394844398,-2.9748995697551224,0.5421263393619413,3,98.33% per-comparison (= 95% familywise over 3),False,False,lower = better,True,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_si,GARS-3,Intervention,T2 - T1,-6.244733915236603,0.7360151938418563,76.14247153828661,-8.48451766687085,1.2810136504050112e-12,3.843040951215034e-12,-8.046513660051907,-4.442954170421299,3,98.33% per-comparison (= 95% familywise over 3),True,True,lower = better,True,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_si,GARS-3,Intervention,T3 - T2,0.4499999999999922,0.7372839112668522,75.65130948893588,0.6103483246050644,0.5434603268630034,1.0,-1.355149809700277,2.2551498097002614,3,98.33% per-comparison (= 95% familywise over 3),False,False,lower = better,False,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_si,GARS-3,Intervention,T3 - T1,-5.794733915236611,0.7360151938418562,76.14247153686914,-7.8731172450248295,1.9043723082894325e-11,5.7131169248682975e-11,-7.596513660052671,-3.9929541704205507,3,98.33% per-comparison (= 95% familywise over 3),True,True,lower = better,True,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_sc,GARS-3,Control,T2 - T1,0.7162864080882407,0.44966498822050366,77.27565638996134,1.5929334656960064,0.1152576142698351,0.3457728428095053,-0.38413856271454794,1.8167113788910294,3,98.33% per-comparison (= 95% familywise over 3),False,False,lower = better,False,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_sc,GARS-3,Control,T3 - T2,0.38336969010300237,0.4502964798007584,76.87704816165223,0.8513717235200929,0.3972071124718012,1.0,-0.7187275766099024,1.4854669568159071,3,98.33% per-comparison (= 95% familywise over 3),False,False,lower = better,False,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_sc,GARS-3,Control,T3 - T1,1.099656098191243,0.4415936808415232,77.18242733402693,2.4901988998023774,0.014916486447443618,0.044749459342330856,0.01895432750160997,2.1803578688808765,3,98.33% per-comparison (= 95% familywise over 3),True,True,lower = better,False,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_sc,GARS-3,Intervention,T2 - T1,-1.280641315654,0.45246399349990324,77.20423415143627,-2.830371773338189,0.0059240311428791995,0.0177720934286376,-2.3879387910790375,-0.17334384022896243,3,98.33% per-comparison (= 95% familywise over 3),True,True,lower = better,True,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_sc,GARS-3,Intervention,T3 - T2,0.9999999999999911,0.4531988173474929,76.7446878037974,2.2065370908354227,0.030336829274170727,0.09101048782251218,-0.10924342626495642,2.1092434262649387,3,98.33% per-comparison (= 95% familywise over 3),True,False,lower = better,False,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_sc,GARS-3,Intervention,T3 - T1,-0.28064131565400885,0.4524639934999033,77.20423415150091,-0.6202511574085482,0.5369190220492952,1.0,-1.387938791079026,0.8266561597710083,3,98.33% per-comparison (= 95% familywise over 3),False,False,lower = better,True,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_er,GARS-3,Control,T2 - T1,-0.3101443659342884,0.7049990856565161,77.38800209961215,-0.4399216569840977,0.6612200345475324,1.0,-2.0353700516774893,1.4150813198089123,3,98.33% per-comparison (= 95% familywise over 3),False,False,lower = better,True,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_er,GARS-3,Control,T3 - T2,0.19598811930707427,0.7064993482289988,76.81060644885625,0.27740736038662034,0.7822125826068974,1.0,-1.5331971448732271,1.9251733834873757,3,98.33% per-comparison (= 95% familywise over 3),False,False,lower = better,False,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_er,GARS-3,Control,T3 - T1,-0.11415624662721413,0.6924683158877611,77.23685095399104,-0.16485410813469936,0.8694895106514566,1.0,-1.8087910271617909,1.5804785339073626,3,98.33% per-comparison (= 95% familywise over 3),False,False,lower = better,True,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_er,GARS-3,Intervention,T2 - T1,-6.143503493365522,0.709486238699879,77.26828029605306,-8.659087602070173,5.310703655357065e-13,1.5932110966071195e-12,-7.879769489390353,-4.407237497340691,3,98.33% per-comparison (= 95% familywise over 3),True,True,lower = better,True,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_er,GARS-3,Intervention,T3 - T2,-1.1499999999999915,0.7112302135809223,76.60468633439618,-1.616916686103559,0.1100071661574613,0.3300214984723839,-2.89086881027894,0.5908688102789574,3,98.33% per-comparison (= 95% familywise over 3),False,False,lower = better,True,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
GARS_er,GARS-3,Intervention,T3 - T1,-7.293503493365513,0.7094862386998791,77.26828029776469,-10.279978800900674,4.075356441728702e-16,1.2226069325186105e-15,-9.02976948938949,-5.557237497341537,3,98.33% per-comparison (= 95% familywise over 3),True,True,lower = better,True,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
ACSF_tp,ACSF:SC,Control,T2 - T1,-0.009666645834692122,0.09744116980141339,77.29486919145081,-0.09920494442331611,0.9212323875895114,1.0,-0.24812440293349447,0.22879111126411023,3,98.33% per-comparison (= 95% familywise over 3),False,False,lower = better,True,43,124,Outcome ~ Group*Time + VerbalStatus + (1|participant)
